# Code generated by cmd/gen-cities from GeoNames cities1000 (CC-BY 4.0). DO NOT EDIT.
# Regenerate with `make gen-cities`. Columns: canonical-name<TAB>country<TAB>alias|alias|...<TAB>population
# Population is what lets the loader treat a small place as evidence-only: see cities.go.
Dom Eliseu	br	dom eliseu	62322
Shuikou	cn	shui kou|shui kou zhen|shui-k'ou-hsu|shui-k’ou-hsü|shuikou|shuikou zhen	62321
Tulare	us	tjuleri|toureari|tu lai li|tular|tulare|tulejri|tulera|tuleri|twlary|twlr kalyfrnya|twlry|twlyyr kalyfwrnya|тулар|тулейри|тулейрі|тулери|тюлери	62315
Ras Tanura	sa	cape tannura|la si tan nu la|laseu tanula|ra's at tannurah|ra's tannurah|ra's tanura|rahaima|rahimah|ras at tannura|ras tannura|ras tanoura|ras tanura|ras tanurah|ras thanu ra|ras tnwrh|ras tnwrt|ras-tannura|ras-tanura|rasa tanora|rasa tanura|raḩīmah|ra’s at tannūrah|ra’s tannūrah|rhymt|рас-таннура|рас-танура	62314
Kogon Shahri	uz	kagan|kogon shahri|novaya bukhara|shhr kagan|каган	62300
Carazinho	br	carasinho|carazinho|karazin'ju|каразинью	62265
Nagari	in	nagari	62253
Abepura	id	abepura	62248
Rzhev	ru	lei re fu|leujepeu|raesevae|rescovia|rjev|rjov|rjyf|rschew|rshew|rujefu|rzb|rzev|rzew|rzhehu|rzhev|rzhf|rzhyf|rzjev|räsevä|rĵev|rżew|ržev|ржев|ржэў	62246
Sopron	hu	oedenburg|scarabantia|scarbantia|shopron|shopuron|shprn|shwbrwn|soparona|sopron|sopronas|sopronium|swprwn|syopeulon|xiao pu lang|ödenburg|šopron|šopronas|шопрон	62246
Coon Rapids	us	city of coon rapids|coon rapids|ku en la pi ci|ku en la pi zi|kun rapids|kun-rapids|kunlaepijeu|kwn rabydz|kwn rpydz|кун рапидс|кун-рапидс|кун-рапідс	62240
Berat	al	belateu|belgrad|beligrad|berat|berata|berati|beration|beratis|berato|berta|brat|byrat|bərat|lezskigrad|pei la te|verati|veration|белград|берат	62232
Asaka	uz	asaka|asake|assake|leninsk|zelensk|асака	62200
Chistopol’	ru	chistaj|chistopol'|chistopol’|cistay|tsistopol|tsjistopol|tšistopol|çistay|чистай|чистополь	62200
Holosiyiv	ua	goloseev|goloseevskij rajon|golosiiv|golosiivs'kij rajon|holosiiv|holosiivskyi district|holosiivskyi rayon|holosiyiv|holoszijivszkij keruelet|holoszijivszkij kerület|horoshiiu qu|голосеев|голосеевский район|голосіїв|голосіївський район	62200
Shulyavka	ua	shuliavka|shuljavka|shulyavka|шулявка	62200
Levallois-Perret	fr	lei wa lu wa-pei lei|leuballuapele|levallois|levallois-perret|levallua pere|levallua-perre|levaloa pere|lwalwa-prh|lwfalwa-byry|lwwlwa-prh|ruvuarowa=pere|леваллуа-перре|левалоа пере	62178
Escada	br	escada	62174
Huaral	pe	awaral|huaral|uaral'|wa la er|waral|уараль	62174
Inhulets	ua	ingulec'|ingulets|inhulets|інгулець	62173
Boituva	br	boituva	62170
Viareggio	it	viaredzhio|viareggio|viareggiu|vuiarejjo|виареджио	62169
Chidambaram	in	chdmbrm|chedabalam|chidambaram|chidamubaramu|chitdambaram|chydambaram|cidambaram|cidambarama|citamparam|ji deng bo lei mu|ćidambaram|чидамбарам|чідамбарам	62153
Nioki	cd	nioki|niuki|ниоки	62153
Tanba	jp	dan bo|tanba	62152
Tinongan	ph	tinongan|tinungan	62146
Millcreek	us	milkrik|millcreek|millkrik|mirukuriku|mylkryk|mylkryk ywta|mylrqryq|милкрик|миллкрик|міллкрік	62139
Zarechnyy	ru	zarechnyj|zarechnyy|заречный	62139
Shuangyang	cn	shuang yang|shuang-yang-chen|shuang-yang-ho|shuang-yang-hsien|shuangyang|shwangyang|suan-yang-ho	62137
La Habra	us	la champra|la ha bra|la ha bu la|la habeula|la habra|la habra kalyfrnya|la habra kalyfwrnya|la hapra|la harabha|la khabra|la-abra|la-gabra|lahabra|ла хабра|ла-абра|ла-габра	62131
Nianzishan	cn	ch'ien-nien-tzu-shan|ch’ien-nien-tzu-shan|nian zi shan|nianzishan|nien-tzu-shan|nien-tzu-shan-chan	62131
Blaine	us	blaine|city of blaine	62124
Dabwāli	in	dabwali|dabwāli	62113
Sibsāgar	in	sibsagar|sibsagor naga bhumi|sibsāgar|сибсагар	62104
Asakusa	jp	asakusa|asakusa-ku|asakwsa|aszakusza|qian cao|qian cao qu|xa sa ku sa|асакуса	62092
Narwāna	in	narwana|narwanal|narwāna	62090
Yangambi	cd	yang gan bi|yangambi|yanganbi|yanghamby|yanjamby|yngamby	62082
Tikhvin	ru	chifuvuin|cikhvin|ji he wen|tichvin|tichvina|tichwin|tiheubin|tihvin|tihvina|tihvinae|tihvinä|tijvin|tikhvin|tikhvine|tikhvinu|tiĥvin|tykhfyn|tykhwyn|тихвин|тихвинъ|тихвін|ціхвін	62075
Sagua la Grande	cu	sagua|sagua la grande	62073
Auburn	us	a'ubarna|abarna|abrn alabama|auburn|awbwrn|oban|obeon|obern|ou ben|оберн	62059
Minglanilla	ph	minglanilla	62058
Okha	in	okha|okha port|port okha|оха	62052
Kiffa	mr	ji fa|kifa|kifah|kiff|kiffa|kipa|kiphpha|kyfa|kyft|kîfa|kīfa|kīfah|киффа|киффа қаласы|кіфа	62051
Pingyin	cn	p'ing-yin-hsien|pingyin|p’ing-yin-hsien	62050
Lār	ir	lar|larestan|lār|shahr-e qadim-e lar|shahr-e qadīm-e lār|shhr qdym lar	62045
Floriano	br	colonia|colônia|florian|floriano|florianu|fu luo li ya nu|manga|phloriyano|флориан|флориану	62036
Sanghar	pk	sangar|sanghar	62033
Korogwe	tz	korogwe|nkologwe	62032
Downtown Vancouver	ca	downtown vancouver	62030
Nova Odessa	br	nova odessa	62019
Łomża	pl	lomsa|lomza|lomzha|lomža|lwmzh|uomuja|wo mu zha|womja|wxm cha|łomża|ломжа	62019
Bin Xian	cn	bin xian|bin zhou|bin zhou zhen|binsyan|binxian|binzhou|pin|pin-chou|pin-chou-chen|pin-chow|pin-hsien|pintschou|wei-tzu-kou	62017
Kempas	my	kempas	62011
Angyalföld	hu	angyalfoeld|angyalfold|angyalföld|anđalfeld|engelsfeld|анђалфелд	62006
Meshkīn Dasht	ir	meshginabad|meshgīnābād|meshkin dasht|meshkinabad|meshkīn dasht|meshkīnābād|mishgyn abad|miskinabad|miskinābād|moshkinabad|moshkīnābād|mshkyn abad|mshkyn dsht|mushkinabad|mushkyn abad|mushkīnābād	62005
Erzsébetváros	hu	budapest vii. keruelet|budapest vii. kerület|budimpeshta vii okrug|elisabethstadt|erzsebetvaros|erzsébetváros|quan vii|quận vii|vii. budapester bezirk|yi li sha bai cheng|будимпешта vii округ	62000
Mīzan Teferī	et	mesan|mizan|mizan tafari|mizan tefere|mizan teferi|mizan-aman|mizon teferi|mīzan teferī	62000
Nani Daman	in	nani daman	62000
Qingshuping	cn	ch'ing-shu-p'ing|ch’ing-shu-p’ing|qingshuping|tsingshuping	62000
Rossosh’	ru	rossoh'|rossos|rossosh'|rossosh’|rossosj|rossoš|россошь	62000
Smederevo	rs	asmdrfw|semendire|semendria|semêndria|seumedelebo|si mei dai lei wo|smdrbw|smedarava|smedere|smederevas|smedereve|smederevo|smederewo|smenterevo|smydyryww|sumederevuo|szendro|szendrő|смедарава|смедереве|смедерево	62000
gorod Solnetchnogorsk	ru	g. solnechnogorsk|gorod solnetchnogorsk|г. солнечногорск	62000
Irun	es	irun|irun-uranzu|irún|irún-uranzu|yi lun|ирун	61983
Lake Elsinore	us	elsinore|etengvo|etengvo wumona|hu ai er xi nuo|laguna|laguna grande|lak alsynwry|lake elsinore|lejk elsinor|lejk elzinor|lejk-ehlsinor|leka elsinora|lyk al synwr kalyfrnya|lyk aylsynwry kylyfwrnya|machadao|machado|wamoma|лейк елзинор|лейк-элсинор|лејк елсинор	61981
Hushitai	cn	hu shi tai|hu-shih-t'ai|hu-shih-t’ai|hushitai	61979
Zhaobaoshan	cn	chen-hai|chen-hai-hsien|chen-hai-hsien-ch'eng|chen-hai-hsien-ch’eng|chinhai|zhao bao shan|zhao bao shan jie dao|zhaobaoshan|zhaobaoshan jiedao|zhen hai|zhen hai qu|zhenhai|zhenhai qu	61979
Petrodvorets	ru	petergof|petrodvorec|petrodvorets|петродворец	61973
Kuchāman	in	kuchaman|kuchaman city|kuchawan|kuchāman|kuchāwan	61969
Miyoshi	jp	miyoshi	61952
Nīmbāhera	in	nimbahera|nīmbāhera	61949
Labinsk	ru	la bin si ke|labaynsk|labins'k|labinseukeu|labinsk|labinskaja|labinskaya|labnsk|labynsk|łabińsk|лабинск|лабинск балһсн|лабінск|лабінськ	61945
Tenkodogo	bf	tenakodogo|teng ke duo ge|tenikwedogo|tenkodogas|tenkodogo|tnkwdwghw|tnkwdwgw|tynkwdwgw|тенкодого	61936
Zhangji	cn	chang-chi|zhangji	61929
Picpus	fr	picpus	61920
Maputsoe	ls	maputsoe	61916
Asker	no	a si ke er|asakera|aseukeleu|asker|asker koezseg|asker kommuna|asker község|askeri vald|askeris|askers kommun|asuke|kommun asker|аскер	61906
Huoqiu Chengguanzhen	cn	ho-ch'iu|ho-ch'iu-hsien|ho-ch’iu|ho-ch’iu-hsien|huo qiu cheng guan zhen|huo-ch'iu|huo-ch’iu|huoqiu|huoqiu chengguanzhen|hwokiu|hwokiu-hsien	61904
Mudu	cn	mu du|mu du zhen|mu-tu|mu-tu-chen|mudu|mudu zhen|муду	61902
Zalaegerszeg	hu	egersee|egerseg|jegersek|jeolleoegeleusegeu|zalaederseg|zalaegerseg|zalaegersegas|zalaegersegi|zalaegersego|zalaegerszeg|zalaegerszegium|zalaehgerseg|zalaygrsg|zalaygyrshyg|zaraegerusegu|zuo luo ai ge sai ge|егерсег|залаегерсег|залаеґерсеґ|залаэгерсег	61898
Fengyi	cn	chao-chou|chaochow|feng-i|feng-i-hsien|feng-ming-chen|fengyi|fengyihsien	61890
Nandu	cn	nan-tu|nan-tu-hsu|nan-tu-hsü|nandu	61881
Pisco	pe	byen pisco|pi si ke|pisco|piskas|pisko|pisqu llaqta|писко	61869
Siddhapur	in	siddhapur|sidhpur	61867
Bāmyān	af	bami'ana|bamian|bamion|bamiyan|bamiyana|bamiyani|bamyan|bomijon|bāmyān|bāmīān|kala sarkari|qal`a sarkarit|qala sarkari|qala sarkāri|qal‘a sarkārit|бамиан|бомиён	61863
Longfeng	cn	long feng ba|long feng ba zhen|longfeng|longfengba|longfengba zhen|lung-feng-pa	61862
Taoluo	cn	t'ao-lo|t'ao-lo-chen|taolekow|taolou|taoluo|t’ao-lo|t’ao-lo-chen	61852
Bassar	tg	ba sa|basar|bassar|bassari|paasɛɛ|басар	61845
Moca	do	moca|moka|mwka|мока	61834
Iskitim	ru	ayskytym|iskicim|iskitim|yi si ji ji mu|искитим|іскітим|іскіцім	61827
Zamora	es	samora|thamora|zamora|zamoro|zamwra|самора	61827
Kiryat Gat	il	gat|kir'jat-gat|kirjat gat|kiryat gat|kryat chat|kryat ghat|kryat jat|qastina alef|qiryat gat|qryt gt|qryyt gt|qstynt a|кирьят-гат	61817
Svetlogorsk	by	shatilki|shatsilki|svetlagorsk|svetlogorsk|svyetlahorsk|светлагорск|светлогорск	61812
Diphu	in	diphn|diphu	61797
São Miguel dos Campos	br	san-migel'-dus-kampus|sao miguel|sao miguel de campos|sao miguel dos campos|são miguel|são miguel dos campos|сан-мигель-дус-кампус	61797
Attur	in	a tu er|attoo|attur|attura|atturu|attwr|atuleu|atur|atur-salem|atura|āttūr|аттур|атур	61793
Darāw	eg	daraw|darāw	61790
Beni Enzar	ma	beni anzar|beni ensar|beni enzar	61786
Revda	ru	lie fu da|rehuda|revda|revda i sverdlovsk oblast|revnta|rewda|rfda awblast swrdlwfsk|ryfda|rywda|ревда|рэўда|рәүде	61785
Long Mỹ	vn	long my|long mỹ	61781
Kōshi	jp	he zhi|koshi|kōshi	61772
Lobnya	ru	krasnaya polyana|lobnja|lobnya|лобня	61772
Yingshang Chengguanzhen	cn	yin-shang|ying shang cheng guan zhen|ying-shang-hsien|yingshang|yingshang chengguanzhen	61771
San Andrés Tuxtla	mx	san andres tuxtla|san andrés tuxtla|tuxtla	61769
Tempelhof	de	berlin-tempelhof|tempel'gof|tempel'khof|tempelhof|templinum|tmplhwp|темпельгоф|темпельхоф	61769
Carmichael	us	carmichael|karmajkl|karmajkul|karmisela|кармайкл|кармайкъл|кармајкл	61762
Songkhla	th	amphoe muang songkhla|changwat songkhla|monthon nakhon si thamarat|monthon nakhon si thammarat|muang sawng kla|muang songkla|sankhala|sawng kla|senggora|singgora|singora|singorra|sngkhla|song ka|song ka shi|songakhala|songkeulla|songkhla|songkkhla|songkla|sonkura|sung kla|swngkhla|swnjkhla|thanh pho songkhla|thesbal nkhr sngkhla|thành phố songkhla|сонгкхла|сонғқла	61758
Kokstad	za	kokstad	61751
Kampong Cham	kh	compon-lina|kambwnj tsham|kampong cham|kamponga cama|kampongtjam|kampwng cham|kaponga cama|kmpwng cham|kmpwnj cham|kompon cam|kompong cham|konponchamu|kyampam cama|kâmpóng cham|кампонг чам|кампонгтям	61750
Rāyadrug	in	rayadrug|rayadurg|rāyadrug	61749
Scarborough	gb	scarborough|seukabeoleo|si ka bu luo|skarboro|skarburou|skarbwrw|sqrbwrw|sukabura|скарборо|скарбъроу	61749
Xiangzhou	cn	hsiang-chou|hsiang-chou-chen|hsiangchouchi|xiangzhou	61748
Yamato-Takada	jp	da he gao tian|takada|takadacho|takadachō|yamato-takada	61744
Morada Nova	br	espirito santo|espírito santo|morada nova	61738
Rāth	in	rata|rath|rāth|рата	61728
Ngozi	bi	en ge qi|enagoji|n'nkozi|nagoji|nagozi|ngoji|ngozi|ngozis|ngwzy|ngwzy bwrwndy|nigozi|nqwzy|нгози	61716
Al Shamkhah City	ae	al shamkhah city|mdynt alshamkht	61710
Lakshmīpur	bd	lakshmipur|lakshmipur jela|lakshmipur zila|lakshmīpur|laksmipura jela	61703
Yangiyŭl	uz	jangijul|jangijul'|kaunchi|yangiyo'l|yangiyul|yangiyŭl|янгийўл|янгиюль	61700
Yongning	cn	p'u-ching|p'u-ching-chen|p'u-ching-hsu|p'u-maio|p'u-miao-chen|p'u-miao-hsu|pu chi|pu miao|pu miao zhen|pumiao|pumiao zhen|p’u-ching|p’u-ching-chen|p’u-ching-hsü|p’u-maio|p’u-miao-chen|p’u-miao-hsü|yong ning|yongning|yung-ning|yung-ning-hsien	61690
Wesel	de	vezel|vezel'|wei sai er|wesel|wzl|везел|везель	61685
Penápolis	br	penapolis|pennapolis|penápolis|пенаполис	61679
Vyksa	ru	bigsa|fyksa|viksa|vyksa|vîksa|vıksa|wei ke sa|wyksa|викса|выкса	61664
Cortazar	mx	cortazar|kortasar|villa cortazar|кортасар	61658
Tríkala	gr	tirhala|trhalh|trikala|trikalon|trikkaion|trikkala|trikkaíon|trikálon|tríkala|tríkkala|tırhala|трикала	61653
Kolea	dz	kolea	61643
Chambéry	fr	camberiacum|chamberi|chambery|chambery-le-vieux|chamberí|chambèri|chambéry|chambéry-le-vieux|samberi|shamberi|shambery|shambry|shambyry|shanberi|shang bei li|syangbeli|šamberi|шамбери|шамберы|шамбері	61640
Kolding	dk	ke ling|khxleng|kol'ding|kol'dyng|kolding|koldinga|koldingas|koldingo|kolling|koringu|kwldngh|kwldyng|колдинг|коллинг|кольдинг|кольдынг	61638
Extremoz	br	ai si te lei mu si|ehstremos|eksatremoja|extremos|extremoz|extremós|extremóz|эстремос	61635
Xinye	cn	han cheng|hancheng|hsin-yeh|hsin-yeh-hsien|sin-ye-hsien|sinyeh-hsien|xin ye|xinye	61633
Cheruvannur	in	cheruvannur	61614
Budapest XIX. kerület	hu	budapest xix. keruelet|budapest xix. kerület	61610
Ad Dir‘īyah	sa	ad dir'iyah|ad dir`iyah|ad dir‘īyah|ad dir’iyah|al-dir`iyya|al-dir‘iyya|dara'iyah|dara’īyah|dariya|deraya|dhahara|dhariyah|dharīyah	61609
Dmitrov	ru	de mi te luo fu|demitriovia|deumiteulopeu|dmitrov|dmitrow|dmtrwf|dmytrwf|dmítrov|domitorofu|dymytrwf|dzmitrau|дзмітраў|дмитров|дмитров балһсн	61607
Ueno-ebisumachi	jp	shang ye hui mei xu ding|ueno|ueno-ebisumachi	61598
Sibay	ru	sibai|sibaj|sibay|сибай	61590
Faqirwali	pk	fagirwali|fagīrwāli|faqirwala|faqirwali|faqīrwāla|faqīrwāli|fqyrwaly	61586
Lishu	cn	chiu-li-shu|feng-hua|fenghwa|li shu|li-shu-chen|li-shu-hsien|lishat'|lishu|mai-mai-chieh|лишать	61584
Oroqen Zizhiqi	cn	a li he|a li he zhen|a-li|a-li-ho|alihe|alihe zhen|alikheh|ari|e lun chun zi zhi qi|elunchun zizhiqi|o-lun-ch'un-tsu-tzu-chih-ch'i|o-lun-ch'un-tzu-chih-ch'i|o-lun-ch’un-tsu-tzu-chih-ch’i|o-lun-ch’un-tzu-chih-ch’i|oroqen zizhiqi|алихэ	61582
Béja	tn	ba jie|bace|badza|badzha|badża|badža|bajah|bajh|bajt|batza|bedja|bedzha|beja|béja|bājah|баджа|беджа	61568
La Fría	ve	la fria|la fría	61568
Taylor	us	tai lei|taylor|taylwr|tehjlor|teira|tejlor|tylwr myshygan|tylwr myshyqan|tyylwr|тейлор|тејлор|тэйлор	61568
Alcoy	es	a er ke yi|al'ka|al'koj|alco|alcodium|alcoi|alcoy|alkoj|alkojus|alkwy|arukoi|алкој|алька|алькой	61552
Cayenne	gf	caiena|caienna|cajen-a|cajena|cayena|cayene|cayenne|kaena|kaenna|kagien|kai yun|kaien'nu|kaiyana|kajen|kajena|kajenna|kajennae|kajenneh|kajeno|kayen|kayena|kayene|kayenna|kayn|kayyn|каена|кайен|кайеннæ|кайенна|кайеннэ|каєнна|кајена	61550
Hasuda	jp	hasuda|lian tian|lian tian shi	61540
Gaya	ne	gaya	61533
Xianju	cn	hsien-chu|hsien-chu-hsien|hsien-chu-hsien-ch'eng|hsien-chü|hsien-chü-hsien|hsien-chü-hsien-ch’eng|sienku|sienkuhsien|sienkü|xian ju|xianju	61532
Aş Şaff	eg	alsf|as saff|aş şaff|el-saff|es saff	61531
Malaybalay	ph	dakbayan sa malaybalay|kota malaybalay|lungsod ng malaybalay|malajbalaj|malaybalay|malaybalay city|malaybalay lakanbalen|malaybalayy|mallaiballai|малайбалай	61524
Mora	cm	mora|more|море	61523
Porirua	nz	bo li lu a|bwryrywa|pari-a-rua|pari-ā-rua|pariruya|po ri ru xa|polilua|poriroua|poriru'a|porirua|porirua shi|poriruva|poruru'a|pwryrwa|порируа|поріруа	61500
Vriddhāchalam	in	vriddhachalam|vriddhāchalam	61498
Korosten	ua	corosten|corostenia|iscorosten|iskorosten|iskorosten'|iskorostenum|iszkoroszteny|izukorustѣn'|karas'cen'|ke luo si jian|koloseuten|koras'cen'|korascen'|korastehn'|korosten|korosten'|korostena|korostenis|korostenj|korosten’|korosteń|korosteņa|korosteň|korosuteni|koroszteny|kwrstyn|kx rx stæy|kórosten|qwrwstn|изъкоръстѣнь|карасьцень|корастэнь|корасцень|корасьцень|коростень|коростењ|іскоростень	61496
Karlstad	se	carolostadium|ka er si ta de|kalseutadeu|karalasatada|karl'stad|karlastada|karlshth|karlsta|karlstad|karlstadas|karlstade|karusutado|kārlstade|qrlstd|карлстад|карльстад	61492
Nieuwegein	nl	nieuwegein|nieuwegen	61489
Burnsville	us	banzubiru|bernsvil|bernsvil'|bernsvill|bo en si wei er|brnswwyl|brnzwyl|burnsvill|burnsville|bwrnsfyl|city of burnsville|бернсвил|бернсвилл|бернсвиль|бернсвіль|бурнсвилл	61481
Tamba	jp	dan bo shi|tamba	61471
Bārh	in	barh|barkh|bārh|барх	61470
Jianguang	cn	feng cheng|feng cheng shi|feng-ch'eng-hsien|feng-ch’eng-hsien|fengcheng|fengcheng shi|jianguang	61469
Monterey Park	us	meng te li gong yuan|montere parka|monterej park|monterey park|mwnth ry park kalyfrnya|mwntyry bark|ramona acres|монтерей парк|монтереј парк	61468
Widnes	gb	vidnes|wei de ni si|widnes|wydnz|виднес	61464
Djibo	bf	djibo|dzhibo|jibo|jybw|джибо	61462
Euclides da Cunha	br	cumbe|euclides da cunha|evklid-da-kun'ja|евклид-да-кунья	61456
Kispest	hu	budapest xix. keruelet|budapest xix. kerület|kispest|klein-pest	61453
Issy-les-Moulineaux	fr	aysy-lh-mwlynw|aysy-lmwlynw|ishi=re=murino|isi le mulino|isilemollino|issi-le-mulino|issy|issy-les-moulineau|issy-les-moulineaux|l'union|yi xi lai mu li nuo|иси ле мулино|исси-ле-мулино|іссі-ле-муліно	61447
Dongning	cn	dong ning|dong ning xian|dong ning zhen|dongning|dongning xian|dongning zhen|hsiao-ch'eng-tzu|hsiao-ch’eng-tzu|tung-ning|tung-ning-chen|tung-ning-hsien	61440
Aketi	cd	a kai di|aketi|akty|akyty|akétí|port chaltin|акети|акеті	61437
Dashi	cn	da shi|da shi zhen|dashi|dashi zhen	61426
Viçosa do Ceará	br	vicosa|vicosa do ceara|viçosa|viçosa do ceará	61410
Stryi	ua	stria|strij|stry|stryi|stryj|stryy|sutorui|стрий|стриј|стрый	61404
Kempten (Allgäu)	de	kempten|kempten (allgaeu)|kempten (allgäu)	61399
Mdiq	ma	al mediq|el medik|el rincon|m'dia|m'dik|m'diq|mdic|mdik|mdiq|m’dia|m’dik|m’diq|ricon el medik|rincon|rincon de el medik|rincon de medik|rincon del medik|rincon el madik|rincón de medik|rincón del medik|rincón el madik|мдик	61398
Abū Ḩummuş	eg	abou hommos|abu huminus|abu hummus|abu humus|abu ḥuminuṣ|abu ḥummuṣ|abw hms|abū hummuṣ|abū ḩummuş	61388
Castro Valley	us	castro valley|kaeseuteulobaelli|kastro vali|kyastro bhyali|кастро вали	61388
Mariana	br	ma li ya na|mariana|marianna|marijana|mariyana|мариана|маријана	61387
Shāhāda	in	shahada|shāhāda	61376
Tunasan	ph	tunasan|tunasancillo	61374
Sig	dz	saint-denis-du-sig|sig	61373
San Salvador Tizatlalli	mx	san salvador tizatlalli	61367
Arrecife	es	aresife|arrecife|аресифе	61351
Savona	it	sann-a|saona|savo|savo oppidum alpinum|savon-a|savona|savone|savuona|савона	61345
Mushie	cd	mu xi|mushie|mwshy|myushi	61336
Irvington	us	camptown|irvington	61323
Sindelfingen	de	jinderufingen|sindelfingen|xin de er fen gen|zindel'fingen|zindelfingen|zindelpingeni|zintelfinken|zyndlfynghn|zyndlfyngn|зинделфинген|зиндельфинген|зіндельфінген	61311
Výronas	gr	viron|vyron|vyronas|víron|výronas	61308
Mojo	et	maggio|moccia|modjo|moggio|mojjio|mojjo|mojo	61300
Neuilly-sur-Seine	fr	kamuna njoi-sjur-sen|n'oj sjur sen|neigi-syr-sen|neiji pie senas|neijī pie sēnas|neji na seni|neji-sjur-sen|neuilly|neuilly sur seine|neuilly-sur-seine|njoji-sjur-sen|noeiswileusen|noeyi-suer-sen|noviliacum ad sequanam|nuii=shuru=senu|nwy-swr-sn|nwyy-swr-syn|nyy-syr-sn|nöyi-sür-sen|sai na he pan na yi|sai na he pan ne yi|камуна нёі-сюр-сен|нейи-сюр-сен|нейї-сюр-сен|неји на сени|ньой сюр сен|нёйи-сюр-сен	61300
Tianchang	cn	ching-ching|ching-hsing|ching-hsing-hsien|ching-nan|chiu-ching-hsing|jingnan|jingxing|jiujingxing|tianchang|tianchang zhen|tsingsinghsien	61292
Mizusawa	jp	midzusava|mizusawa|mizuzawa|shui ze shi|мидзусава	61281
Dabra	in	dabra	61277
Veenendaal	nl	veenendaal|venendaal	61271
Mateare	ni	mateare|meteare	61234
La Chorrera	pa	chorrera|la chorrera|la chwryra|la corera|la tshwryra|la-chorrera|ra・chorera|ла-чоррера	61232
Kuroiso	jp	hei ji shi|kuroiso|kuroiso-shi	61230
Barbalha	br	barbalha	61228
Schwäbisch Gmünd	de	chwe bi chk mun d|gamundia|gmund|gmünd|schwaebisch gmuend|schwäbisch gmünd|shfaybysh ghmwnd|shi wa ben ge ming de|shvebish gmind|shvebish gmjund|shvebish-gmiundi|shvebish-gmjund|shwbysh gmwnd|svabijos gmiundas|švabijos gmiundas|швебиш гминд|швебиш гмюнд|швебиш-гмюнд|швебіш-гмюнд	61216
Rocklin	us	luo ke lin|rakalina|raklyn kalyfrnya|rocklin|rocklissa|roklin|rwklyn|роклин	61213
Slawi	id	selawi|slawi|slawj	61206
Gaalkacyo	so	gaal kacyo|gaalkacyo|gaalkayo|gal'kajo|galakayo|galcaio|galka`yo'|galkacyo|galkajo|galkayo|galkayw|galka‘yo’|gallacai|gallacaio|garukaiyo|jia lei ka yue|kal khak yo|rocca littorio|галкайо|галькайо	61200
Apatity	ru	a pa ji te|abatyty|apachitoui|apatiitti|apatit|apatitad|apatitai|apatiti|apatito|apatity|apatitî|apatitõ|apatitı|apatyty|апатити|апатиты|апатыты	61186
Chichibu	jp	chi chi bu|chichibu|chychybw saytama|cicibu|jichibu si|titibu|titibu-chhi|titibu-chhī|titubunomiya|tshytshybw|tsitsibu|zhi fu|zhi fu shi|čičibu|титибу|тітібу|чичибу	61159
Kesennuma	jp	gesennuma si|kesen-numa|kesennuma|kesennuma-chhi|kesennuma-chhī|kesenuma|khea sen nu ma|kissennuma|kysyn-nwma myaghy|qi xian zhao|кесен-нума|кесеннума|кесенума	61147
Caicó	br	caico|caicó|ka'iko|kai ke|kajko|кайко	61146
Runcorn	gb	lang ke en|rankorn|rankwrn|runcorn|ранкорн	61145
Barra do Garças	br	ba la-du jia sa si|barra do garcas|barra do garças|barra-du-garsas|барра-ду-гарсас	61135
Udumalaippettai	in	udamalpet|udumalaippettai	61133
Dembī Dolo	et	dambidollo|dambidolo|dembi doilo|dembi dolo|dembidollo|dembilollo|dembī dolo|saio	61100
Utica	us	awtyka|fort schuyler|iotekha|iotékha|jutika|jutyka|nundadasis|old fort schuyler|tevadahahtodague|twa-dah-ah-lo-dah-que|unungagages|utica|utika|yanundadasis|you ti ka|yutika|ywtyka nywywrk|ywtyqh|утика|ютика|ютыка|ютіка|јутика	61100
Gubat	ph	gubat	61095
Dar Naim	mr	dar naim|dar-naim|dara na'ima|dara naima|dara nayema|daru・naimu|дар-наим	61089
Xifeng	cn	hsi-feng|hsi-feng-chen|hsi-feng-hsien|sifeng|t'ao-lu|t’ao-lu|xifeng	61087
Datong	cn	datong|datun|ta-t'ung|ta-t’ung|датун	61085
Punta de Mata	ve	punta de mata|punta de mota	61080
Horsens	dk	h xr sens|holeusenseu|horsens|horsensas|horsensi|hosensu|huo er sen si|hwrsyns|hwrzns|khorsens|хорсенс	61074
Banfield	ar	ban fei er de|banfield|banfierudo|banfild|banfyld|banfyld bwyns ayrs|banpildeu|банфилд	61072
Malden	us	maldehn|malden|maldeno|maldn|mldn masachwst|molden|moldeun|moruden|малдэн|молден	61068
Biga	tr	bi jia|big|biga|biga i canakkale|biga i çanakkale|bigeh|byga|byga chanaq qala|биг|бига|бигэ	61066
Hashimoto	jp	hashimoto|hashymwtw|hashymwtw wakayama|hasimoto|hasimoto si|hasimoto-chhi|hasimoto-chhī|haŝimoto|khasimoto|qiao ben|qiao ben shi|хасимото|хасімото|ҳашимото	61063
National City	us	lungsod ng national|n'yasanala siti|na xiong nai er cheng|nacia urbo|naesyeoneolsiti|nashenal-siti|nashnal syty|nashonal siti|nashonarushiti|nashywnal syty|nasional sity|national city|national ranch|nejshenal-siti|neshunul siti|nshnal syty kalyfrnya|nsywnl syty|rancho de la nacion *|tolikan nilini|tółikan nílíní|нашенал-сити|нашонал сити|нейшенал-сити|нейшенал-сіті|нешънъл сити	61060
