# Code generated by cmd/gen-cities from GeoNames cities15000 (CC-BY 4.0). DO NOT EDIT.
# Regenerate with `make gen-cities`. Columns: canonical-name<TAB>country<TAB>alias|alias|...
Tarnów	pl	ta er nu fu|taleunupeu|tarnov|tarnova|tarnow|tarnuu|tarnuv|tarnuvas|tarnuw|tarnwf|tarnów|tarnůw|tarunufu|trnwb|тарнов|тарнув|тарнуў
Bangkok Noi	th	amphoe bangkok noi|bangkok noi|bangkxknxy|khet bangkok noi
Jalingo	ng	dzhalingo|jaligo|jalingo|jalinigo|jalngw|jalyngw|jalynjw|jaringo|джалинго
Raposo Tavares	br	raposo tavares
Saanich	ca	saanich|sanich|sanytsh|sha ni zhi|саанич|санич
Ibanda	ug	ibanda
Bairro da Penha	br	bairro da penha
Nyíregyháza	hu	n'ired'gaza|n'ired'khaza|n'irehdz'khaza|ni lai ji ha zuo|nilejihajeo|nired'khaza|niredhaza|niredkhaza|nireghaza|nirejihaza|njiredhaz|njireghaza|njiregkhaza|njiređhaza|nyiregyhaza|nyirszollos|nyirszolos|nyredhaza|nyrghhaza|nyrghza|nyíregyháza|nyírszőllős|nyírszőlős|níreďháza|ниредхаза|ниредьхаза|ньиредьхаза|ньірэдзьхаза|ньїредьгаза|њиређхаза|њиреѓхаза
Sano	jp	sana|sano|sano si|sano-chhi|sano-chhī|sanw|sanw twchygy|zuo ye|zuo ye shi|сана|сано
Karatsu	jp	galasseu si|karacu|karatsu|karatsw|karatsw saga|karatu|karatu si|karatu-chhi|karatu-chhī|tang jin|tang jin shi|каратсу|карацу
Achinsk	ru	a qin si ke|achins'k|achinseukeu|achinsk|achinsuku|achynsk|acinsk|acinska|acinskas|aczynsk|aczyńsk|akisaka|atchinsk|atjinsk|atschinsk|atshynsk|atsinsk|atsjinsk|atxinsk|atšinsk|açinsk|aĉinsk|ačinsk|ačinska|ačinskas|àtxinsk|áchinsk|ачинск|ачинськ|ачынск
Pudukkottai	in	poodoocottah|pu du ke tai|pudoukottai|puducotai|pudukattai|pudukkotta'i|pudukkottai|pudukkottai-trichinopoly|pudukkottaj|pudukotah|pudukottai|purukkotta'i|putukkottai|пудуккоттай
Shunyi	cn	shun yi|shun'i|shun-i|shun-i-ch'u|shun-i-ch’ü|shun-i-hsien|shunyi|шуньи
Rotherham	gb	lodeoleom|luo se lei mu|ratrham|roderamas|rodurum|roteram|roterem|rotergem|rotherdam|rotherham|rozaramu|родъръм|ротерам|ротергем|ротерем
Ciudad de Villa de Álvarez	mx	ciudad de villa de alvarez|ciudad de villa de álvarez|vil'ja-de-al'vares|villa de alvarez|вилья-де-альварес
Banyuwangi	id	banjoewangi|banjuwangi|banyuwangi
Rouiba	dz	alrwybt|rouiba
Tebingtinggi	id	tebingtinggi
Tigwav	ht	petit goave|petit goâve|petit-goave|petit-goâve|tigwav|ville de petit goave|ville de petit goâve
Narasaraopet	in	na la sa la ao pei te|narasara'opet|narasara'opeta|narasaraopet|narasaravupeta
Lisala	cd	lisala|lisale|lizala|лисале
Badin	pk	badin|bdyn‎|бадин
Banfora	bf	banaphora|banfora|banforu|banfwra|bang fu la|bangpola|банфора|банфору
Punta Arenas	cl	bwnta aryns|magallanes|peng ta a lei na si|ponta arenasos|pounta arenas|promontorium arenosum|pun ta xa renas|punta arehnas|punta arenas|punta arenasa|punta arenasas|punta-arenas|puntaalenaseu|puntaarenasa|punta・arenasu|puta arenasa|pwnta arnas|pwnta arynas|pwnta aryns|пунта аренас|пунта арэнас|пунта-аренас
Kadoma	zw	gatooma|ka duo ma|kadoma|kadome|katoma|кадома|кадоме
Midsayap	ph	midsayap
Pyin Oo Lwin	mm	maymo|maymyo|meimyu|memyo|pyin oo lwin
Clearwater	us	clearwater|clearwater harbor|ke li er wo te|keullieowoteo|kliruoter|klirvoter|klirvoteris|kliuruotur|kliyaravatara|klyrwatr|klyrwatr flwryda|kuriauota|клирвотер|клируотер|клиъруотър|клірвотер
Himamaylan	ph	himamaylan
Independence	us	andybndns|ayndypndns myzwry|bristol|du li cheng|indehpendehns|indehpendens|indenpendens|independence|independence i missouri|independens|independensa|independensas|indipendannsa|indipendens|indipendensa|indipendensu|indipendeonseu|indipenduns|intipentens|xin di phen den s|индепенденс|индипендънс|индэпенденс|індепенденс|індэпендэнс
Heroica Guaymas	mx	gua yi ma si|guajmas|guaymas|gwaymas|heroica guaymas|гуаймас
Kedungwuni	id	kedoengwoeni|kedungwuni
Ilebo	cd	franqui|ilebo|port-francqui|илебо
Kristiansand	no	christiansand|ke li si di an sang|kirisitiyanisanidi|krisi'anasainda|krisjansanna|krisjānsanna|kristiansand|kristiansand s|kristiansand sor|kristiansand sør|kristiansann|kristiyanasanda|kryscijansan|krystyansand|krystyansnd|kurisutiansando|кристиансанд|кристиансанн|крысціянсан
Longjing	cn	liu-tao-kou|long jing|longjing|lung-ching|lung-ching-chen|lung-ching-chieh|lung-ching-shih|lung-ching-ts'un|lung-ching-ts’un|luntszintsun|ryuseison|ryūseison|yanji|yen-chi-hsien|yonjontsuon
Kroonstad	za	ke long si ta de|kroonstad|krunstad|krwnstad|крунстад
Remscheid	de	lei mu sha yi de|lemsyaiteu|remsaint|remsayd|remscheid|remseidas|remshaidi|remshajd|remushaito|remşayd|remšeidas|rmshayd|rmsyyd|ремшайд|ремшајд
Billings	us	belinum|billings|billings metropolitan area|biringusu|биллингс
Möng Yang	mm	mineyaannmyahoet|moeng yang|mong yang|möng yang
Umuarama	br	umuarama
Čačak	rs	cacak|cacakas|cha cha ke|cha chak|chachak|chachakeu|chachaku|gradac|tsatsak|tshatshak|čačak|čačakas|градац|чачак
Ann Arbor	us	aen-abeo|aena arbara|aina arbara|an arboras|an arbr|an arbr myshygan|an arbur|an nuo bao|anaba|ann arbor|ann armpor|ann-arbor|arbaro de ana|ayn arbr mshy gn|ehnn-arbor|en arbor|en arpar|ena arbar|enarbora|enn arbor|enn-arbor|enārbora|ан арбър|анн-арбор|ен арбор|енн-арбор|энн-арбор
Los Baños	ph	los banos|los baños|los-ban'os|лос-баньос
Duekoué	ci	duekoue|duekoué
Higashikurume	jp	dong jiu liu mi|higashikurume
Rishra	in	rishra
Pinhais	br	pinhais
Kyzyl	ru	belotsarsk|bielorsarsk|chi-ch'i-erh|chi-ch’i-erh|k'en-mu-pi-ch'i-erh|kayzl|ke zi lei|kezelli|khem belder|kijil|kijila|kizil|kizil khoto|kizila|kozol|krasni|krasnij|krasny|krasnyy|kuzuru|kysyl|kyzl|kyzyl|kyzyl khoro|kyzyl khoto|kyzyl shaary|kyzylas|kyzył|këzëlli|kîzîl|kõzõl|kızıl|k’en-mu-pi-ch’i-erh|qizil|qyzyl|кизил|кызыл|кызыл шаары|қизил|қызыл
Cadiz	es	cadice|cadis|cadix|cadiz|cai|càdice|cádice|cádis|cádiz|gadeira|gades|gadir|gaðes|iungadir|jia de si|kadi s|kadis|kadisas|kadiseu|kadisu|kadiz|kadizo|kads|kadydh|kadyks|kadys|kantith|la tacita de plata|qads|qdys|кадиз|кадис|кадіс
Dąbrowa Górnicza	pl	dabrowa gornicza|dombrova gurnica|dombrova gurnicha|dombrova gurniča|dombrova gurņiča|dombrova-gurnicha|dombrowa|dong bu luo wa gu er ni qia|dongbeulobaguleunicha|dumbrowa|dwmbrwbh|dwmbrwwh gwrnycha|dąbrowa górnicza|důmbrowa|домброва гурнича|домброва-гурнича
Fāqūs	eg	fakous|fakus|faqus|faqws|fāqūs
Tacurong	ph	kota tacurong|tacorong|tacurong|tacurong city|tacurong lakanbalen|takrong|takurong
Hōfu	jp	bofu|bohu|bōfu|bōhu|fang fu|hofu|hōfu
Gabela	ao	amboim|cabela|gabela|габела
Serangoon	sg	serangoon|serangoon village
Serangoon New Town	sg	serangoon|serangoon new town|shilonggang
Funza	co	funza
Merauke	id	ma lao qi|merauke|myrwky|мерауке
Baripāda	in	baripada|baripāda|mayurbhanj
Kōnosu	jp	hong chao|konosu|kounosu|kōnosu
Soreang	id	sereang|soreang
Smolyanskyi	ua	kuibishefu de qu|kujbishevs'kij|kujbishevs'kij rajon|kuybyshev district|kuybyshevskyi|kuybyshevskyi district|kuybyshevskyi rayon|smolianskyi|smolianskyi district|smolianskyi raion|smolianskyi rayon|smolianskyy|smolianskyy district|smolianskyy raion|smolianskyy rayon|smoljans'kij|smoljans'kij rajon|smolyanskyi|smolyanskyi district|smolyanskyi raion|smolyanskyi rayon|smolyanskyy|smolyanskyy district|smolyanskyy raion|smolyanskyy rayon|sumoryansuki de qu|куйбишевський|куйбишевський район|смолянський|смолянський район
Dinaig	ph	ara rancheria|dinaig
Manp’o	kp	mampochin|manhochin|manp'o|manp'o-up|manp'ojin|manpo|manpochin|manp’o|manp’o-ŭp|manp’ojin|nanpaojin
Muktsar	in	muktsar
El Monte	us	ai er meng de|al mwnth kalyfrnya|al mwnth kalyfwrnya|al mwnty|ehl'-monte|ehl'-monteh|ehl-monte|el mante|el monte|el monti|el montė|el'-monte|ela mante|ela monte|elmonte|he lmxnd|monte|ел монте|ел монти|ель-монте|эл-монте|эль-монте|эль-монтэ
Forlì	it	forli|forlì|forum livii|foruri|форли
Azamgarh	in	a zha mu jia er|ajamagadha|ajamagadha jilla|ajamagadha-nagaram|ajamagara|ajhamagadha|azamagarha|azamgarh|azamgarkh|azamugaru|āzamgarh|азамгарх
Santa Maria	br	santa maria
Masaka	ug	masaka|masaki|масака|масаки
Cờ Đỏ	vn	co do|co gjo|cờ đỏ
Taldykorgan	kz	gavrilovka|gavrilovskoye|ta er di ku er gan|taladikoragana|taldi kurgan|taldikoleugan|taldikorgan|taldikorgana|taldiqo'rg'an|taldiqorgan|taldokorgan|taldukorgan|taldy-korgon|taldy-kurgan|taldykargan|taldykorgan|taldykorganas|taldykourgan|taldykwrghan|taldyqorghan|taldyqwrghan|taldyqwrghan qzaqstan|taldîkorgan|taldõkorgan|taldıqorğan|talto-kurgan|taltö-kurgan|tarudikorugan|tałdykorgan|tldykwrghan|талдикорган|талдиқўрғон|талдъкорган|талды-коргон|талдыкарган|талдыкорган|талдықорған
Moncloa-Aravaca	es	moncloa|moncloa-aravaca|moncloa-aravaca distritu|monkloo-aravako|monkuroa=arabaka
Gulin	cn	gu lin|gulin|ku-lin|ku-lin-hsien
Al Majaz	ae	al majaz
Thung Khru	th	thung khru
Barnāla	in	anahadgarh|anāhadgarh|barnala|barnāla|барнала
Yelahanka	in	yalahanka|ye la han ka|yelahanka
Pattaya	th	ba da ya|ban phatthaya|pataja|pataya|pattajja|pattaya|phathya|phattaya|phatthaya|port phattaya|патая|паттайя
Chittorgarh	in	chitor|chitorgarh|chittaurgarh|chittor|chittorgarh|chittorgarkh|chittorugaru|cit tea rkhrh|citaura|citoragara|citorgar|cittaudagadha|cittauragadha|cittauragara|cittauragarha|cittodagadha|cittorkar|csitorgarh|ji duo er ge er|shytwrgharh|shytwrjarh|tsitornkarth|z'ytwrgr|ĉitorgar|читторгарх|чітторгарх
Chenggu	cn	ch'eng-ku|ch'eng-ku-hsien|chenggu|chengu|ch’eng-ku|ch’eng-ku-hsien
Harlem	us	garlem|ha lai mu qu|hallem|haremu|harlem|harlema|harlemas|harlemi|harlemo|harlm|hārlema|kharlem|new harlem|nieu haarlem|nieuw haarlem|northern manhattan|гарлем|харлем
Orléans	fr	ao er liang|arlean|aurelianum|awrlyan|awrlynz|oleulleang|orleaes|orlean|orleana|orleanas|orleani|orleano|orleans|orleañs|orleyom|orleáns|orleães|orleāna|orliens|orlèans|orléans|orurean|xxr lex xng|арлеан|орлеан
Rouen	fr	erruan|lu ang|luang|ro'am|roan|rodem|roeaan|rothomagus|rouan|rouen|rovan|roðem|ru x xng|ru'am|ruan|ruana|ruanas|ruani|ruano|ruao|ruduborg|rueno|ruán|ruão|ruāna|rwan|rwn|rúðuborg|руан
Tinsukia	in	tinsukia
Westminster	us	harris park|uehstminster|uestminstur|uesutominsuta|vestaminstara|vestminster|wei si min si te|westminster|wstmnstr|wstmynstr|wstmynstr klradw|wztmynztr kwlwradw|вестминстер|вестмінстер|уестминстър|уэстминстер
Dasha	cn	da sha|da sha jie dao|dasha|dasha jiedao|huangpu|whampoa|даша
Yakeshi	cn	hsi-kuei-t'u|hsi-kuei-t’u|jakehshi|shih-k'o-ya|shih-k’o-ya|xi gui tu qi|xin gong jie dao|xingong jiedao|xuguit qi|ya ke shi|ya ke shi shi|ya-k'o-shih|ya-k’o-shih|yakeshi|yakeshi shi|якэши
Ipiranga	br	iparanga|ipiranga
Makumbako	tz	makambako|makumbako
Khargone	in	khargon|khargone
Mariara	ve	mariara
Digos	ph	digos|digos city|digos lakanbalen|dygws|kota digos
Tshilenge	cd	tshilenge
Aïn Beïda	dz	ain beida|aine beida|aïn beïda|aïne beïda
Andīsheh	ir	andisheh|andisheh-ye shomali|andyshh|andyshh shmaly|andīsheh|andīsheh-ye shomālī|kesht ejbari|kesht ejbārī|ksht ajbary
Shahre Jadide Andisheh	ir	shahrak-e andisheh|shahrak-e andīsheh|shahre jadide andisheh|shhr jdyd andyshh
Alcobendas	es	a er ke wen da si|al'kobendas|alcobendas|alcovendae|alkobendas|alkobendasas|alkobendaseu|alkwbyndas|arukobendasu|алкобендас|алькобендас
Kissidougou	gn	kisidugu|kissidougou|kissidugu|кисидугу
San Tung Chung Hang	hk	new tung chung hang|old tung chung hang|san tung chung hang|tung chung|tung chung hang|xin dong yong keng|xindongchongkeng
Taganskiy	ru	taganka|taganskij|taganskiy|таганский
Round Rock	us	lang de luo ke|laundeulog|ra wnrxkh|ra'unda raka|ra'unda roka|rand rak tgzas|rand rak tkzas|raount rok|raund rak|raund rok|raund rokas|raund-rok|raundorokku|raundroka|ravuntu rak|rawnd rwk|rawnd rwks|round rock|roundrock|раунд рок|раунд-рок|раўнд-рок
Noginsk	ru	naginsk|noghinsk|nogins'k|noginseukeu|noginsk|noginska|noginskas|noginsuku|nogińsk|noguinsk|noqinsk|nuo jin si ke|nwgnsk|nwgynsk|nwjynsk|нагінск|ногинск|ногинск балһсн|ногінськ
Tinaquillo	ve	di na ji yue|tinaquillo
Wilmington	us	new carthage|new liverpool|new town|newton|uilmington|uilmingtun|uiruminton|vilmington|wei er ming dun|wilmingteon|wilmington|wilmington (north carolina)|wylmynghtwn|wylmyngtn karwlynay shmaly|wylmyngtwn|вилмингтон|вілмінгтон|уилмингтон|уилмингтън
Cavite City	ph	bandar cavite|cavite|cavite city|cavite lakanbalen|ciudad ti cavite|dakbayan sa cavite|jia mi de|kabite|kavite|kavuite|lungsod ng kabite|siyudad na cavite|syudad han cavite|кавите
Campo Grande	br	campo grande
East Harlem	us	anatoliko italiko-ispaniko charlem|arevelyan harlem|dong ha lai mu|east harlem|ekialdeko harlem|harlem del este|harlm alshrqyt|harlm shrqy|iseuteuhallem|otterspoor|spanish harlem|vostochnyj garlem|восточный гарлем|ҳарлэми шарқӣ
Formosa	br	formosa|fu mo sa|poleumoja
Tandil	ar	tan di er|tandil|tandil'|tandila|tandilis|tandiru|tandyl|tndyl|тандил|тандиль
Zoetermeer	nl	zeutermaer|zoetermeer|zwtrmyyr
São Gonçalo do Amarante	br	felipe camarao|felipe camarão|filipe camarao|filipe camarão|sao goncalo|sao goncalo do amarante|são gonçalo|são gonçalo do amarante
Sri Jayewardenepura Kotte	lk	kolompo|kotte|new capital territory|seulijayawaleudanapula|shri-dzhajavardenepura-kotte|sri dzajavardenepura|sri jayavardhanapura|sri jayawardenapura|sri jayawardenepura|sri jayawardenepura kotte|sri jayewardanapura kotte|sri jayewardanepura|sri jayewardanepura kotte|sri jayewardenepura kotte|surijayawarudanapurakotte|šri džajavardenepura|шри-джаяварденепура-котте
Nasushiobara	jp	na xu yan yuan|na xu yan yuan shi|naseusiobala si|nasu-siobara|nasushiobara|nasusiobara|nasusiobara-chhi|nasusiobara-chhī|naswshywbara|naswshywbara twchygy|насу-сіобара|насусиобара|насушиобара
Catanduva	br	catanduva|katanadubha|katanduva|катандува
Várzea Paulista	br	secundino veiga|varzea paulista|várzea paulista
Baisha	cn	bai sha|bai sha zhen|baisha|baisha zhen|pai-sha
Banī Mazār	eg	bani mazar|banī mazār|beni mazar|beni mazâr|bny mzar
Taunsa	pk	taunsa
Urasoe	jp	pu tian|urasoe
Santana	br	santana
Yelets	ru	elec|elec'|elecum|elet|eleț|eretsu|ielets|jalec|jelec|jelecas|jelets|jelez|ye lie ci|yelets|yellecheu|ylts|yylyts|yylz|елец|елец балһсн|ялец|єлець|јелец
Suan Luang	th	suan luang|swnhlwng
Parla	es	barla|pa er la|parla|парла
Mỹ Hào	vn	my hao|mỹ hào
Anliu	cn	an liu|an liu zhen|an-liu-hsu|an-liu-hsü|anliu|anliu zhen|heng-liu-tu|wongliutu
Ribeirão Pires	br	ribeirao pires|ribeirão pires
Recanto das Emas	br	recanto das emas
Chunga	zm	chunga
Novo-Peredelkino	ru	novo-peredelkino|peredelkino|ново-переделкино
Baidyabāti	in	baidyabati|baidyabāti
Okigwe	ng	okigwe|okigwi
Ar Rifā‘	bh	al-riffa|ar rifa|ar rifa'|ar rifa`|ar rifā‘|ar-rifa|ar-rifa'|ar-rifā‘|er rifaa|li fa|lipa|ri fi na|rifa|riffa|rihpa|ripha|riphpha|ryfa|ər-rifa|риффа|риффаӏ|рыфа|ріффа
Uzhhorod	ua	awzhhwrwd|oezjhorod|oujhorod|ujgorod|ujhorod|ujhorodo|ujqorod|ujuholodeu|ujuhorodo|ungvar|ungvár|ungwar|uschgorod|uschhorod|uzgorod|uzhgarad|uzhgorod|uzhgorodi|uzhhorod|uzhorod|uzhorodas|uzhorodum|uzjhorod|uĵhorodo|użhorod|užgorod|užhorod|užhorodas|wu ri huo luo de|úzhgorod|ужгарад|ужгород
Kasese	ug	ka sai sai|kasese|kasesė|qssh|касесе
Lengshuijiang	cn	lanh thuy giang|leng shui jiang|leng shui jiang shi|leng-chiang|leng-chiang-shih|leng-shui-chen|leng-shui-chiang|leng-shui-chiang-shih|lengshuijiang|leongsu-ijang si|lãnh thủy giang
Tianfu	cn	chiu-wen-teng|k'un-yu|k’un-yü|tian fu|tian fu jie dao|tianfu|tianfu jiedao|wen deng|wen deng shi|wen-teng|wen-teng-ch'eng|wen-teng-ch’eng|wen-teng-hsien|wencheng|wendeng|wendeng shi
Arvada	us	a wa da|abada|abaeda|arbhada|arfada|arvada|arvada kwlwradw|arvadae|arvado|arveda|arvhada|arwada klradw|arwada kwlwradw|ralston point|ralston station|арвадæ|арвада|арведа|арвәде
Otaru	jp	awtarw|awtarw hwkaydw|otalu si|otaru|otaru-chhi|otaru-chhī|xiao zun|xiao zun shi|xoa ta ru|отару|отарү
Tayabas	ph	city of tayabas|lungsod ng tayabas|tayabas
Inkisi	cd	inkisi
Iriga City	ph	iriga|iriga city
Vacoas	mu	phoenix|vacoa|vacoas|vacoas-phoenix
Beaumont	us	beaumont|bo meng te|bomamta|bomont|bomontas|bomonteu|bomonto|bwmant tgzas|bwmwnt|cow bayou|jefferson city|neches river settlement|tevis bluff|бомонт
Vlorë	al	au'lon|au’lon|avlon|avlona|avlonas|avlonya|beulloleo|bhlore|fa luo la|flwrh|vallona|valona|valore|vl'ora|vliore|vliorė|vljora|vlona|vlone|vlonë|vlora|vlore|vlorë|vlyora|vurora|vļora|wlo rex|wlora|wlwrh|валона|вльора|влёра
Sanxia	tw	sam-hiap-khi|sam-kiap-khu|san xia|san xia qu|san'sja|san-chiao-yung|san-hsia|san-hsia-chen|sanshjia|sansia|sansija|sanxia|sanxia district|sanxia zhen|ssansyagu|sâm-hia̍p-khî|tam hap|tam hạp|саншјиа|санься
Provo	us	brwfw|fort utah|peulobo|provas|provo|provo city|provou|prwbw|prwww|prwww ywta|pu ruo fu|purobo|прово|провоу
Bastī	in	basti|bastī|басти
Peoria	us	au pay|au pe|bywrya|le pe|opq|peoria|peorija|pi ao li ya|pimitoui|piolia|pioria|piorias|piorija|piyoriya|pywrya|pywrya aylynwy|пеория|пиорија|піорія
Ezeiza	ar	ai sai sa|asysa|ayzyza|ehseisa|eje'ija|eseisa|eze'iza|ezeiza|izi'a|jose maria ezeiza|josé maría ezeiza|ministro pistarini|езеиза|эсеиса
Lasnamäe	ee	arrondissement de lasnamaee|arrondissement de lasnamäe|lasnamae|lasnamaee|lasnamay|lasnamjae|lasnamjaeh|lasnamäe|rasunamae|ласнамяэ|ласнамяє
Xiva	uz	chiva|chiwa|hiiva|hiva|jiva|khiva|khivà|khiwa|khorezm|khywa|khywh|khywt|xiva|ĥiva|хива
Amasya	tr	a ma xi ya|amas'ja|amasea|amaseia|amasi'a|amasia|amasija|amasiyah|amasuiya|amasya|amasya ringkond|amasyh|amàsia|amásia|yamasya|амасия|амасья
Mendoza	ar	capital megye|ciuda de mendoza|ciudad de mendoza|ciudá de mendoza|men do sa|men duo sa|mendoja|mendos|mendosa|mendosae|mendoza|menidoza|mentosa|mndwsh|mndwza|myndwza|vila de mendoza|мендоза|мендосæ|мендоса
Balkh	af	ba er he|bactra|bactresh|bakhtar|balakha|balch|balchas|balh|balheu|balhika|balho|balj|balkh|balkha|balx|balĥo|bamik|barufu|bazirabad|belh|belx|bkahdi|blk|blkh|bākhtar|daerah balkh|quan balkh|quận balkh|vazirabad|балх|вазирабад
Mingshui	cn	chang-ch'iu|chang-ch’iu|ming-shui-chen|mingshui|zhangqiu
Vila Medeiros	br	vila medeiros
Phong Điền	vn	phong dien|phong gjien|phong điền
Wang Thonglang	th	wang thonglang|wangthxnghlang
Carlsbad	us	carlsbad|frazier's station|ka er si ba de|kaljeubaedeu|karlsabada|karlsbad|karls‌bd kalyfrnya|karusubaddo|карлсбад
Mandera	ke	madera|mandera|mandere|мандера|мандере
Qiaotou	cn	ch'iao-t'ou|ch'iao-t'ou-chen|ch’iao-t’ou|ch’iao-t’ou-chen|da tong hui zu tu zu zi zhi xian|datong huizu tuzu zizhixian|hsiang-shan|qiao tou|qiaotou|ta-t'ung|ta-t'ung-hsien|ta-t’ung|ta-t’ung-hsien
Gyumri	am	alek'pol|alek'sandrapol|alek'sandrobol|aleksandrapol'|aleksandropol'|aleksandropol’|alek’pol|alek’sandrapol|alek’sandrobol|alexandropol'|alexandropol’|gayumari|ghiumri|ghywmry|gi'umari|gimri|giumri|giwmri|gjoemri|gjumri|gjumry|guemrue|gumbri|gumri|gumru|gumry|gyumari|gyumeuli|gyumri|gyumuri|gywmry|gümrü|jiu mu li|kumajri|kumayri|kumri|kyumayri|kyumri|kümri|leninakan|александраполь|александрополь|гюмри|гюмры|гюмрі|гюмрӣ|гјумри|кумайри|ленинакан|ґюмрі
Silopi	tr	girgimac|girgimaç|girikamo|girikoma|sil'opi|silopi|sil’opi|силопи
Gangavati	in	gangavati|gangawati|gangāwati
Ambur	in	a mu bu er|ambur|ambura|amburu|ambwr|ampur|āmbūr
Gorzów Wielkopolski	pl	da bo lan de qu ge ru fu|ghwrjwf wylkwbwlsky|gojupeubielkopolseuki|gorajo bhiyelakopalaski|gorajo vi'alakopolasaki|gorajova vi'elakopolski|gorzow velikopolski|gorzow wielkopolski|gorzuw wjelgopolski|gorzów wielkopolski|gorzůw wjelgopolski|gozhau vel'kapol'ski|gozhov velkopolski|gozhov vjelkopolski|gozhuv-vel'kopol's'kij|gozhuv-vel'kopol'ski|gozhuv-vel'kopol'skij|gozhuv-velikopol'skij|gozova velkopolska|gozuv-velkopolski|gozuvas|gožova velkopolska|gožuv-velkopolski|gožuvas|gwrzhwf wylkwpwlsky|gwrzhww wyylwpwlsky|gwrzw wylkwpwlsky|gwzwb wyylqwpwlsqy|kxr sufwei yl khx pxl ski|ladzbarg|landsberg|landsberg an der warthe|landsbergum|lãdzbarg|thai po-lan thi-khi ko-yi-fu|thai pô-làn thi-khî kô-yî-fû|гожаў велькапольскі|гожов велкополски|гожов вјелкополски|гожув-великопольский|гожув-велькопольски|гожув-велькопольский|ґожув-велькопольський
Simões Filho	br	simoes filho|simões filho
Giridih	in	girid'iha|girid'iha jila|giridi|giridih|gīrīdīh
Phool Nagar	pk	bhai pheru|bhar pheru|bhāi pheru|mian-ki-maur|mianke mor|mianwala|miān-ki-maur|miānwāla|phool nagar
Quezon	ph	keson|kiokong|quezon|кесон
Aryanah	tn	ai er ya nai|aliana|ar'jana|ari'ana|ariana|ariyana|ariyanaha|arjana|aryana|aryanah|aryanh|aryant|aryant‎|aryānah|el ariana|l'ariana|l’ariana|ариана|арьяна|аряна
Tungipara	bd	tongipara|tungipara|tungipāra
Ichinoseki	jp	atshynwsyky|aychynwsky aywath|ichinoseki|ichinoseki si|icinoseki|icinosekis|itinoseki|itinoseki-chhi|itinoseki-chhī|itschinoseki|ičinosekis|yi guan|yi guan shi|итиносеки|ичиносеки|ићиносеки|ітіносекі
Khenchela	dz	jenchela|kenchera|khencela|khenchela|khnshlh|khnshlt|krenchela|qinithela|xencela|xençela|хенчела
Khon Kaen	th	amphoe muang khon kaen|amphoe phralap|amphoe pralap|changwat khon kaen|changwat muang khon kaen|kawn ken|khohn ken|khon kaen|khon kan|khon khen|khona ka'ena|khona kaina|khona kayena|khonkean|khonken|khonkenas|khonkhaen|khwn kayn|khwn kayyn|khxnkæn|kkhonkehn|kong jing|konkahen|konken|konkkaen|kun jing shi|muang kaun gean|muang khaunkaen|muang khon kaen|mueang khon kaen|кхонкэн|хон каен
Odessa	us	ao de sa|awdsa|awdysa|odesa|odessa|одеса|одесса
Catalão	br	catalao|catalão
Tando Muhammad Khan	pk	tando mohammad khan|tando muhammad khan
Springfield	us	campifons|icuppirinhpilt|saprigaphilada|sbrynj fyld alynwy|seupeulingpildeu|si pu lin fei er de|sprimphilda|sprin'nkfilnt|sprinfield|springaphilda|springfield|springfijld|springfild|springfilda|springfildas|springfilds|springfīlda|sprinqfild|spryngfild|spryngpyld|supuringufirudo|спрингфиелд|спрингфийлд|спрингфилд|спрингфілд|спрынгфілд
Somaroboro	za	somaroboro|tweefontein
Guadalajara de Buga	co	bu jia|buga|bwga|guadalajara de buga|буга
Pamanukan	id	pamanoekan|pamanukan
Codó	br	codo|codó|urubu
Pardīs	ir	jadid pardis|jadīd pardīs|jdyd prdys|pardis|pardīs|prdys|shahr-e jadid-e pardis|shahr-e jadīd-e pardīs|shhr jdyd prdys
Pleiku	vn	blykw|bo lai gu shi|gia lai|paleku|pel yku|play cu|play ku|ple'iku|plei cu|pleiku|plejku|plykw|plây cu|plây ku|po-loi-ku|ppeullaeikku|pureiku|pô-lòi-kú|tinh pleiku|tỉnh pleiku|плеику|плейку
Downey	us	da wniy|da'uni|dauni|daunis|davni|davnija|dawny|deni|dovani|downey|dwny kalyfrnya|dwny kalyfwrnya|ntaouni|tang ni|tauni|давни|давні|дауни
Lower Hutt	nz	awakairangi|dolen khat|ha hutt|hutt bawah|hạ hutt|lo wexr hath|lo'ara hata|lo-eoheos|loouer chat|louehr-khatt|louer hatas|lovar hat|lovara hatta|lover-gatt|loverhata|lower hutt|lower hutt city|loyar hat|loyara hata|loyer hatt|lwr hwt|lwwr hwtt|rowahatto|te awakairangi|xia ha te|долен хат|ловер-гатт|ловер-һатт|лоуэр-хатт
Yuyao	cn	ju-kao|jujao|yu yao|yuyao|юяо
Hatsukaichi	jp	hacukaici|hacukaiĉi|hasseukaichi si|hasu ki chi|hatsukaichi|hatswkaaychy hyrwshyma|hatswkayjy|hatukaiti|hatukaiti-chhi|hatukaiti-chhī|khacukaichi|khacukaiti|nian ri|nian ri shi shi|хацукаити|хацукаичи|хацукаїті|ҳатсукаичи
Rānyah	iq	rania|raniya|raniyah|raniye|raniyeh|ranya|ranyah|ranyt|rānia|rāniyah|rānya|rānyah|rānīyah|ṟaniye
Tung Chung	hk	dong yong|tung chung
